conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
STYLE:24,Gothic Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:25,Greek Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:26,High Tech,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:27,"Industrial, Utilitarian",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:28,International,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:29,Italianate,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:30,Mediterranean Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:31,Minimal Traditional,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:32,Mission Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:33,"Modern, Mid-Century",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:34,"Modern, Early ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:35,"Modern, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:36,"Moderne, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:37,"Moderne, PWA",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:38,"Moderne, Streamline",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:39,Monterey Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:40,Moorish,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:41,Neoclassical,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:42,New Formalist,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:43,Post Modern,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:44,Prairie,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:45,Programmatic/Mimetic,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:46,Pueblo Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:47,Queen Anne,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:48,"Ranch, American Colonial ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:49,Sculptural,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:50,Shingle,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:51,Spanish Colonial Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:52,Stick/Eastlake,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:53,Storybook,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:54,Tudor Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:55,Vernacular,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:56,"Victorian, Vernacular Cottage, gable roof",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:57,"Victorian, Vernacular Cottage, hip roof",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:58,Romanesque Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:59,"Chateauesque, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:60,"Gothic Revival, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:61,Ranch,,STYLE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
STYLE:62,Dogtrot,,STYLE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
STYLE:63,Shotgun,,STYLE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
STYLE:64,French Creole,,STYLE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
