conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
Eligibility Type:45,"Alterations to a resource during the period of pre-annexation or historic changes in its use may themselves have historical, cultural, or architectural significance",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:46,Alterations to garages may be permissible if not visible from the street,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:47,Alterations to individual buildings should be allowable under the eligibility standards for the particular style,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:48,"Alterations to individual buildings should be allowable under the eligibility standards for the particular style (e.g., exterior building materials, roofing materials, replacement of doors and windows, additions)",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:49,Alterations to streetscape to accommodate increased automobile use are common; may include driveways and garages added after the period of significance,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:50,"Alterations, if reversible, may be acceptable",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:51,Aluminum sliding windows,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:52,American Four-squares that have been stuccoed are excluded from individual listing under C/3/3 if they were originally clapboarded or shingled,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:53,Ample use of hardscape materials as a water-saving measure,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:54,An accumulation of minor alterations may render a residence non-contributing,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:55,An area set aside for burial and memorialization of the dead that was constructed from 1877 to 1980,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:56,An emphasis on composition and symmetry,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:57,"An environmental garden constructed between 1962 and 1980 and associated with a residential, commercial, civic, industrial or institutional property",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:58,An excellent example of architectural and design engineering adapted to the specific build site,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:59,An individual building that represents a very early phase of commercial development in a neighborhood,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:60,An intact example of an underground tunnel (called subways) built below major thoroughfares for pedestrain crossing,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:61,Any applied ornament is stripped and simplified,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:62,Applied decoration is mostly intact; some decoration may be missing,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:63,"Applied decoration may include finials, medallion or other ornament",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:64,"Applied ornamentation or architectural features including towers, friezes, upper floor balconies or decorative trim at windows, door and storefronts",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:65,Arched openings,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:66,"Arched openings, including arched focal windows",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:67,Arched windows and doors or batten doors made to resemble medieval plank doors,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:68,Arches,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:69,"Arches (Horseshoe, Crenallated, Lancet, Ogee) at door and window openings",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:70,Architectural detailing is usually limited to public elevations,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:71,Architecturally notable entrance or overall design,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:72,"Arranged in rows, or surrounding courtyards",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:73,Arroyo stone exteriors,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:74,"Articulated ground story, often double-height and set back behind columns or pilotis",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:75,"Artistically-treated, deliberately exposed structural and infrastructural components (escalators, elevators, air ducts, structural systems) which may be painted in bright colors",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:76,"As a whole, is an early and/or important example of Post WWII suburban design",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:77,"As a whole, retains cohesiveness as a planned community",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:78,"As a whole, retains the essential physical and character-defining features from the period of significance",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:79,"As a whole, should retain integrity of Location, Design, Setting (the relationship between the buildings and landscapes), and Feeling",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:80,Associated architectural style: Mid-Century Modern,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:81,Associated architectural style: Minimum Traditional,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:82,Associated architectural style: Modern,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:83,"Associated architectural styles include Mission Revival; Spanish Colonial Revival; Italian Renaissance; Monterey Revival, Baroque; Moorish Revival; Islamic/Spanish/Mediterranean-inspired prototypes",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:84,"Associated architectural styles may include Beaux Arts, Neoclassicism",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:85,"Associated architectural styles: American Colonial Revival, Minimal Traditional",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:86,"Associated architectural styles: American Colonial Revival, Minimal Traditional, Hollywood Regency, Mid-Century Modern",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:87,"Associated architectural styles: American Colonial Revival, Tudor Revival, French Revival, Minimal Traditional, Hollywood Regency, Mid-Century Modern",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:88,"Associated architectural styles: Art Deco, Spanish Colonial Revival, Mediterranean, French Revival, Renaissance Revival, Mid-Century Modern, Corporate Modern",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:89,"Associated architectural styles: Craftsman, Mission Revival, Spanish Colonial Revival, American Colonial Revival, Tudor Revival",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:90,"Associated architectural styles: Craftsman, Mission Revival, Spanish Colonial Revival, Mediterranean, American Colonial Revival, Tudor Revival, French Revival, Streamline Moderne",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:91,"Associated architectural styles: Mid-Century Modern, Traditional Ranch, Tiki/Polynesian",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:92,"Associated architectural styles: Minimal Traditional, Traditional Ranch",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:93,Associated architectural styles: Modern,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:94,"Associated architectural styles: Spanish Colonial Revival, American Colonial Revival, Tudor Revival, French Revival, Egyptian Revival, Streamline Moderne",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:95,"Associated architectural styles: WPA Moderne, Art Deco, Streamline Moderne, Spanish Colonial Revival, Classical Revival and International",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:96,"Associated commercial buildings may be programmatic in style, faced in the kind of brickwork or veneer historically manufactured by the company",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:97,Associated equipment may have changed with improved technologies,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:98,"Associated historic vernacular landscape features may include barns or stables, corrals, irrigation features, standpipes, tanks, farm land and or a grove/orchard",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:99,"Associated historic vernacular landscape features may include barns, stables, corrals, irrigation features, feedlots, tanks, pasture land",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:100,Associated industry facilities may not be extant,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:101,Associated natural gas pipelines connect process to site,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:102,"Associated neighborhood commercial/retail buildings may include garages, auto laundries and stores that feature early adaptations to the automobile (drive-thru areas, integrated parking)",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:103,Associated structures include a circular or rectangular fenced paddock with feed troughs for exercise and feeding of livestock,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:104,Associated structures may include metal hoppers and conveyors,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:105,"Associated styles: American Foursquare, Shingle, Craftsman, Art Deco, Spanish Colonial Revival, Mediterranean, American Colonial Revival, English Tudor Revival, French Revival, Classical Revival, Renaissance Revival, Mid-Century Modern, Traditional Ranch",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:106,Associated tract/subdivision was not evaluated as a potential district,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:107,"Associated vernacular agricultural landscape features may include a ranch house, corrals, irrigation features, tanks, pasture land",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:108,Associated with ethnic/cultural history of Los Angeles,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:109,Associated with military history,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:110,Associated with the Chicano Civil Rights Movement,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:111,Association is not a required aspect of integrity for determining historical or architectural significance as the use may have changed,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:112,"Association, original use may have changed",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:113,Asymmetrical facades,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:114,Asymmetrical informal composition with one or more wings,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:115,Asymmetrical or symmetrical façade design,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:116,"At least two stories in height, but typically taller",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:117,"Attached  garages, often forming one wing",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:118,Balconies and second-story overhangs,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:119,Bands of windows with shared projecting sills,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:120,Barrel vaults,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:121,Battered walls,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:122,"Bay windows, oriels, or corner towers (corner towers may be lacking in one-story cottages)",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:123,"Because of the rarity of the property type in Los Angeles, associated industry facilities need not be extant",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:124,"Because of the rarity of the remaining buildings from this era, even altered examples should be evaluated as potentially significant",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:125,Because of the rarity of the type there may be a greater degree of alterations or fewer extant features,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:126,"Because of the rarity of the type, any associated building, structure, or object constructed during the period of significance for freight rail development should be flagged for further research",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:127,"Because of the variations in the type, specific eligibility standards to be identified at time of survey",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:128,"Because of their rarity, pre-1900 examples may have minimal associated agricultural landscape features",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:129,"Because of variations in the type throughout L.A., specific eligibility standards for each to be identified at time of survey",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:130,"Because Ranch House neighborhoods are common in Los Angeles, eligible examples must include a majority of residences which embody the distinctive characteristics of the Ranch House type and styles",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:131,"Because they are rare, a pre-1900 ranch house may be significant without a related vernacular agricultural landscape",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:132,Began operation as a motion picture studio after 1919,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:133,Began operation as a motion picture studio between 1908 and 1919,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:134,Began operation as a motion picture studio between 1919 and 1949,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:135,Began operation between 1922 and 1945,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:136,Bell tower,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:137,Best represents the merchant builders contributions to important patterns of residential suburbanization,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:138,Billboard originally used to advertise off-premise goods and services may now serve as on-premise advertisement,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:139,Board-and-batten or shiplap exteriors,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:140,"Bold in design, often using bright colors and industrial materials",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:141,"Bold planting schemes utilizing distinct textures, foliage, and colors",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:142,Bold use of color or super-graphics,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:143,"Borrowed stylistic motifs from cultures of the South Pacific region such as tiki heads, canoes, torches and birds",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:144,"Borrowings from Churrigueresque, Italian Villa Revival, Gothic Revival, Moorish, or Art Deco styles",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:145,Box-shaped form,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:146,"Branch city offices located at branch city halls often included engineering, building and safety and city clerk",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:147,"Brick cladding laid in decorative patterns, often a mixture of tones",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:148,Brick exterior cladding,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:149,Brick or shiplap exteriors with quoined corners,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:150,Brick or stone chimneys,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:151,Brick or stonework may have been painted; acceptable as it is reversible,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:152,"Brick, board-and-batten, or shiplap exteriors",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:153,"Brick, stone, or cast stone exteriors",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:154,Brightly colored tile roofs,,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:155,"Brining Tanks: Closed, circular barrel-like wood structures (approximately 10 feet in diameter)",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:156,"Broad front entry porches of half for full-width, with square or battered columns, sometimes second-story sleeping porches",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:157,"Broad, overhanging eaves with exposed structural members such as rafter tails, knee braces, and king posts",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
Eligibility Type:158,"Broad, overhanging, boxed eaves sometimes supported by decorative brackets",,ELIGIBILITY_REQUIREMENT_TYPE_AUTHORITY_DOCUMENT.csv,index,GCI
