conceptid,Value,ValueType,Provider
Eligibility Type:1299,22,eligCtpValue,GCI
Eligibility Type:1345,22,eligCtpValue,GCI
Eligibility Type:1613,22,eligCtpValue,GCI
Eligibility Type:1645,22,eligCtpValue,GCI
Eligibility Type:2055,22,eligCtpValue,GCI
Eligibility Type:495,23,eligCtpValue,GCI
Eligibility Type:1299,23,eligCtpValue,GCI
Eligibility Type:1345,23,eligCtpValue,GCI
Eligibility Type:1613,23,eligCtpValue,GCI
Eligibility Type:1645,23,eligCtpValue,GCI
Eligibility Type:2055,23,eligCtpValue,GCI
Eligibility Type:495,24,eligCtpValue,GCI
Eligibility Type:988,24,eligCtpValue,GCI
Eligibility Type:1299,24,eligCtpValue,GCI
Eligibility Type:1345,24,eligCtpValue,GCI
Eligibility Type:1613,24,eligCtpValue,GCI
Eligibility Type:1645,24,eligCtpValue,GCI
Eligibility Type:2055,24,eligCtpValue,GCI
Eligibility Type:854,25,eligCtpValue,GCI
Eligibility Type:1299,25,eligCtpValue,GCI
Eligibility Type:1345,25,eligCtpValue,GCI
Eligibility Type:1595,25,eligCtpValue,GCI
Eligibility Type:1613,25,eligCtpValue,GCI
Eligibility Type:854,26,eligCtpValue,GCI
Eligibility Type:1299,26,eligCtpValue,GCI
Eligibility Type:1345,26,eligCtpValue,GCI
Eligibility Type:1595,26,eligCtpValue,GCI
Eligibility Type:1613,26,eligCtpValue,GCI
Eligibility Type:854,27,eligCtpValue,GCI
Eligibility Type:1299,27,eligCtpValue,GCI
Eligibility Type:1345,27,eligCtpValue,GCI
Eligibility Type:1595,27,eligCtpValue,GCI
Eligibility Type:1613,27,eligCtpValue,GCI
Eligibility Type:854,28,eligCtpValue,GCI
Eligibility Type:1299,28,eligCtpValue,GCI
Eligibility Type:1345,28,eligCtpValue,GCI
Eligibility Type:1595,28,eligCtpValue,GCI
Eligibility Type:1613,28,eligCtpValue,GCI
Eligibility Type:739,29,eligCtpValue,GCI
Eligibility Type:877,29,eligCtpValue,GCI
Eligibility Type:1299,29,eligCtpValue,GCI
Eligibility Type:1345,29,eligCtpValue,GCI
Eligibility Type:1595,29,eligCtpValue,GCI
Eligibility Type:1613,29,eligCtpValue,GCI
Eligibility Type:739,30,eligCtpValue,GCI
Eligibility Type:877,30,eligCtpValue,GCI
Eligibility Type:1299,30,eligCtpValue,GCI
Eligibility Type:1345,30,eligCtpValue,GCI
Eligibility Type:1595,30,eligCtpValue,GCI
Eligibility Type:1613,30,eligCtpValue,GCI
Eligibility Type:739,31,eligCtpValue,GCI
Eligibility Type:877,31,eligCtpValue,GCI
Eligibility Type:1299,31,eligCtpValue,GCI
Eligibility Type:1345,31,eligCtpValue,GCI
Eligibility Type:1595,31,eligCtpValue,GCI
Eligibility Type:1613,31,eligCtpValue,GCI
Eligibility Type:739,32,eligCtpValue,GCI
Eligibility Type:877,32,eligCtpValue,GCI
Eligibility Type:1299,32,eligCtpValue,GCI
Eligibility Type:1345,32,eligCtpValue,GCI
Eligibility Type:1595,32,eligCtpValue,GCI
Eligibility Type:1613,32,eligCtpValue,GCI
Eligibility Type:843,33,eligCtpValue,GCI
Eligibility Type:1299,33,eligCtpValue,GCI
Eligibility Type:1345,33,eligCtpValue,GCI
Eligibility Type:1613,33,eligCtpValue,GCI
Eligibility Type:843,34,eligCtpValue,GCI
Eligibility Type:1299,34,eligCtpValue,GCI
Eligibility Type:1345,34,eligCtpValue,GCI
Eligibility Type:1613,34,eligCtpValue,GCI
Eligibility Type:843,35,eligCtpValue,GCI
Eligibility Type:1299,35,eligCtpValue,GCI
Eligibility Type:1345,35,eligCtpValue,GCI
Eligibility Type:1613,35,eligCtpValue,GCI
Eligibility Type:843,36,eligCtpValue,GCI
Eligibility Type:1299,36,eligCtpValue,GCI
Eligibility Type:1345,36,eligCtpValue,GCI
Eligibility Type:1613,36,eligCtpValue,GCI
Eligibility Type:843,37,eligCtpValue,GCI
Eligibility Type:1299,37,eligCtpValue,GCI
Eligibility Type:1345,37,eligCtpValue,GCI
Eligibility Type:1613,37,eligCtpValue,GCI
Eligibility Type:861,42,eligCtpValue,GCI
Eligibility Type:1299,42,eligCtpValue,GCI
Eligibility Type:1345,42,eligCtpValue,GCI
Eligibility Type:1613,42,eligCtpValue,GCI
Eligibility Type:861,43,eligCtpValue,GCI
Eligibility Type:1299,43,eligCtpValue,GCI
Eligibility Type:1345,43,eligCtpValue,GCI
Eligibility Type:1613,43,eligCtpValue,GCI
Eligibility Type:861,44,eligCtpValue,GCI
Eligibility Type:1299,44,eligCtpValue,GCI
Eligibility Type:1345,44,eligCtpValue,GCI
Eligibility Type:1613,44,eligCtpValue,GCI
Eligibility Type:861,45,eligCtpValue,GCI
Eligibility Type:1299,45,eligCtpValue,GCI
Eligibility Type:1345,45,eligCtpValue,GCI
Eligibility Type:1613,45,eligCtpValue,GCI
Eligibility Type:861,46,eligCtpValue,GCI
Eligibility Type:1299,46,eligCtpValue,GCI
Eligibility Type:1345,46,eligCtpValue,GCI
Eligibility Type:1613,46,eligCtpValue,GCI
Eligibility Type:1299,51,eligCtpValue,GCI
Eligibility Type:1345,51,eligCtpValue,GCI
Eligibility Type:1613,51,eligCtpValue,GCI
Eligibility Type:1751,51,eligCtpValue,GCI
Eligibility Type:1299,52,eligCtpValue,GCI
Eligibility Type:1345,52,eligCtpValue,GCI
Eligibility Type:1613,52,eligCtpValue,GCI
Eligibility Type:1751,52,eligCtpValue,GCI
Eligibility Type:1299,53,eligCtpValue,GCI
Eligibility Type:1345,53,eligCtpValue,GCI
Eligibility Type:1613,53,eligCtpValue,GCI
Eligibility Type:1751,53,eligCtpValue,GCI
Eligibility Type:1299,54,eligCtpValue,GCI
Eligibility Type:1345,54,eligCtpValue,GCI
Eligibility Type:1613,54,eligCtpValue,GCI
Eligibility Type:1751,54,eligCtpValue,GCI
Eligibility Type:1299,55,eligCtpValue,GCI
Eligibility Type:1345,55,eligCtpValue,GCI
Eligibility Type:1613,55,eligCtpValue,GCI
Eligibility Type:1751,55,eligCtpValue,GCI
Eligibility Type:271,60,eligCtpValue,GCI
Eligibility Type:1299,60,eligCtpValue,GCI
Eligibility Type:1345,60,eligCtpValue,GCI
Eligibility Type:1613,60,eligCtpValue,GCI
Eligibility Type:271,62,eligCtpValue,GCI
Eligibility Type:1299,62,eligCtpValue,GCI
Eligibility Type:1345,62,eligCtpValue,GCI
Eligibility Type:1613,62,eligCtpValue,GCI
Eligibility Type:495,64,eligCtpValue,GCI
Eligibility Type:1299,64,eligCtpValue,GCI
Eligibility Type:1345,64,eligCtpValue,GCI
Eligibility Type:1613,64,eligCtpValue,GCI
Eligibility Type:1642,64,eligCtpValue,GCI
Eligibility Type:2055,64,eligCtpValue,GCI
Eligibility Type:495,65,eligCtpValue,GCI
Eligibility Type:1299,65,eligCtpValue,GCI
Eligibility Type:1345,65,eligCtpValue,GCI
Eligibility Type:1613,65,eligCtpValue,GCI
Eligibility Type:1643,65,eligCtpValue,GCI
Eligibility Type:2055,65,eligCtpValue,GCI
Eligibility Type:495,66,eligCtpValue,GCI
Eligibility Type:1299,66,eligCtpValue,GCI
Eligibility Type:1345,66,eligCtpValue,GCI
Eligibility Type:1613,66,eligCtpValue,GCI
Eligibility Type:1643,66,eligCtpValue,GCI
Eligibility Type:2055,66,eligCtpValue,GCI
Eligibility Type:495,67,eligCtpValue,GCI
Eligibility Type:1299,67,eligCtpValue,GCI
Eligibility Type:1345,67,eligCtpValue,GCI
Eligibility Type:1613,67,eligCtpValue,GCI
Eligibility Type:1643,67,eligCtpValue,GCI
Eligibility Type:2055,67,eligCtpValue,GCI
Eligibility Type:844,68,eligCtpValue,GCI
Eligibility Type:1345,68,eligCtpValue,GCI
Eligibility Type:1585,68,eligCtpValue,GCI
Eligibility Type:1613,68,eligCtpValue,GCI
Eligibility Type:844,69,eligCtpValue,GCI
Eligibility Type:1299,69,eligCtpValue,GCI
Eligibility Type:1345,69,eligCtpValue,GCI
Eligibility Type:1585,69,eligCtpValue,GCI
Eligibility Type:1613,69,eligCtpValue,GCI
Eligibility Type:844,70,eligCtpValue,GCI
Eligibility Type:1299,70,eligCtpValue,GCI
Eligibility Type:1345,70,eligCtpValue,GCI
Eligibility Type:1585,70,eligCtpValue,GCI
Eligibility Type:1613,70,eligCtpValue,GCI
Eligibility Type:844,71,eligCtpValue,GCI
Eligibility Type:1299,71,eligCtpValue,GCI
Eligibility Type:1345,71,eligCtpValue,GCI
Eligibility Type:1585,71,eligCtpValue,GCI
Eligibility Type:1613,71,eligCtpValue,GCI
Eligibility Type:729,72,eligCtpValue,GCI
Eligibility Type:844,72,eligCtpValue,GCI
Eligibility Type:878,72,eligCtpValue,GCI
Eligibility Type:1299,72,eligCtpValue,GCI
Eligibility Type:1345,72,eligCtpValue,GCI
Eligibility Type:1613,72,eligCtpValue,GCI
Eligibility Type:729,73,eligCtpValue,GCI
Eligibility Type:844,73,eligCtpValue,GCI
Eligibility Type:878,73,eligCtpValue,GCI
Eligibility Type:1299,73,eligCtpValue,GCI
Eligibility Type:1345,73,eligCtpValue,GCI
Eligibility Type:1613,73,eligCtpValue,GCI
Eligibility Type:729,74,eligCtpValue,GCI
Eligibility Type:844,74,eligCtpValue,GCI
Eligibility Type:878,74,eligCtpValue,GCI
Eligibility Type:1299,74,eligCtpValue,GCI
Eligibility Type:1345,74,eligCtpValue,GCI
Eligibility Type:1613,74,eligCtpValue,GCI
Eligibility Type:729,75,eligCtpValue,GCI
Eligibility Type:844,75,eligCtpValue,GCI
Eligibility Type:878,75,eligCtpValue,GCI
Eligibility Type:1299,75,eligCtpValue,GCI
Eligibility Type:1345,75,eligCtpValue,GCI
Eligibility Type:1613,75,eligCtpValue,GCI
Eligibility Type:495,76,eligCtpValue,GCI
Eligibility Type:1299,76,eligCtpValue,GCI
Eligibility Type:1345,76,eligCtpValue,GCI
Eligibility Type:1613,76,eligCtpValue,GCI
Eligibility Type:1651,76,eligCtpValue,GCI
Eligibility Type:2055,76,eligCtpValue,GCI
Eligibility Type:495,77,eligCtpValue,GCI
Eligibility Type:1299,77,eligCtpValue,GCI
Eligibility Type:1345,77,eligCtpValue,GCI
Eligibility Type:1613,77,eligCtpValue,GCI
Eligibility Type:1651,77,eligCtpValue,GCI
Eligibility Type:2055,77,eligCtpValue,GCI
Eligibility Type:495,78,eligCtpValue,GCI
Eligibility Type:1299,78,eligCtpValue,GCI
Eligibility Type:1345,78,eligCtpValue,GCI
Eligibility Type:1613,78,eligCtpValue,GCI
Eligibility Type:1651,78,eligCtpValue,GCI
Eligibility Type:2055,78,eligCtpValue,GCI
Eligibility Type:495,79,eligCtpValue,GCI
Eligibility Type:1299,79,eligCtpValue,GCI
Eligibility Type:1345,79,eligCtpValue,GCI
Eligibility Type:1613,79,eligCtpValue,GCI
Eligibility Type:1651,79,eligCtpValue,GCI
Eligibility Type:2055,79,eligCtpValue,GCI
Eligibility Type:495,80,eligCtpValue,GCI
Eligibility Type:1299,80,eligCtpValue,GCI
Eligibility Type:1345,80,eligCtpValue,GCI
Eligibility Type:1613,80,eligCtpValue,GCI
Eligibility Type:1646,80,eligCtpValue,GCI
Eligibility Type:2055,80,eligCtpValue,GCI
Eligibility Type:495,81,eligCtpValue,GCI
Eligibility Type:1299,81,eligCtpValue,GCI
Eligibility Type:1345,81,eligCtpValue,GCI
Eligibility Type:1613,81,eligCtpValue,GCI
Eligibility Type:1647,81,eligCtpValue,GCI
Eligibility Type:2055,81,eligCtpValue,GCI
Eligibility Type:495,82,eligCtpValue,GCI
Eligibility Type:1299,82,eligCtpValue,GCI
Eligibility Type:1345,82,eligCtpValue,GCI
Eligibility Type:1613,82,eligCtpValue,GCI
Eligibility Type:1647,82,eligCtpValue,GCI
Eligibility Type:2055,82,eligCtpValue,GCI
Eligibility Type:495,83,eligCtpValue,GCI
Eligibility Type:1299,83,eligCtpValue,GCI
Eligibility Type:1345,83,eligCtpValue,GCI
Eligibility Type:1613,83,eligCtpValue,GCI
Eligibility Type:1649,83,eligCtpValue,GCI
Eligibility Type:2055,83,eligCtpValue,GCI
Eligibility Type:495,84,eligCtpValue,GCI
Eligibility Type:1299,84,eligCtpValue,GCI
Eligibility Type:1345,84,eligCtpValue,GCI
Eligibility Type:1613,84,eligCtpValue,GCI
Eligibility Type:1649,84,eligCtpValue,GCI
Eligibility Type:2055,84,eligCtpValue,GCI
Eligibility Type:495,85,eligCtpValue,GCI
Eligibility Type:1299,85,eligCtpValue,GCI
Eligibility Type:1345,85,eligCtpValue,GCI
Eligibility Type:1613,85,eligCtpValue,GCI
Eligibility Type:1650,85,eligCtpValue,GCI
Eligibility Type:2055,85,eligCtpValue,GCI
Eligibility Type:495,86,eligCtpValue,GCI
Eligibility Type:1299,86,eligCtpValue,GCI
Eligibility Type:1345,86,eligCtpValue,GCI
Eligibility Type:1613,86,eligCtpValue,GCI
Eligibility Type:1650,86,eligCtpValue,GCI
Eligibility Type:2055,86,eligCtpValue,GCI
Eligibility Type:495,87,eligCtpValue,GCI
Eligibility Type:1299,87,eligCtpValue,GCI
Eligibility Type:1345,87,eligCtpValue,GCI
Eligibility Type:1613,87,eligCtpValue,GCI
Eligibility Type:1650,87,eligCtpValue,GCI
Eligibility Type:2055,87,eligCtpValue,GCI
Eligibility Type:495,88,eligCtpValue,GCI
Eligibility Type:1299,88,eligCtpValue,GCI
Eligibility Type:1345,88,eligCtpValue,GCI
Eligibility Type:1613,88,eligCtpValue,GCI
Eligibility Type:1650,88,eligCtpValue,GCI
Eligibility Type:2055,88,eligCtpValue,GCI
Eligibility Type:495,89,eligCtpValue,GCI
Eligibility Type:1299,89,eligCtpValue,GCI
Eligibility Type:1345,89,eligCtpValue,GCI
Eligibility Type:1613,89,eligCtpValue,GCI
Eligibility Type:1648,89,eligCtpValue,GCI
Eligibility Type:2055,89,eligCtpValue,GCI
Eligibility Type:495,90,eligCtpValue,GCI
Eligibility Type:1299,90,eligCtpValue,GCI
Eligibility Type:1345,90,eligCtpValue,GCI
Eligibility Type:1613,90,eligCtpValue,GCI
Eligibility Type:1648,90,eligCtpValue,GCI
Eligibility Type:2055,90,eligCtpValue,GCI
Eligibility Type:495,91,eligCtpValue,GCI
Eligibility Type:1299,91,eligCtpValue,GCI
Eligibility Type:1345,91,eligCtpValue,GCI
Eligibility Type:1613,91,eligCtpValue,GCI
Eligibility Type:1648,91,eligCtpValue,GCI
Eligibility Type:2055,91,eligCtpValue,GCI
Eligibility Type:846,92,eligCtpValue,GCI
Eligibility Type:1299,92,eligCtpValue,GCI
Eligibility Type:1345,92,eligCtpValue,GCI
Eligibility Type:1587,92,eligCtpValue,GCI
Eligibility Type:1613,92,eligCtpValue,GCI
Eligibility Type:846,93,eligCtpValue,GCI
Eligibility Type:1299,93,eligCtpValue,GCI
Eligibility Type:1345,93,eligCtpValue,GCI
Eligibility Type:1587,93,eligCtpValue,GCI
Eligibility Type:1613,93,eligCtpValue,GCI
Eligibility Type:846,94,eligCtpValue,GCI
Eligibility Type:1299,94,eligCtpValue,GCI
Eligibility Type:1345,94,eligCtpValue,GCI
Eligibility Type:1587,94,eligCtpValue,GCI
Eligibility Type:1613,94,eligCtpValue,GCI
Eligibility Type:846,95,eligCtpValue,GCI
Eligibility Type:1299,95,eligCtpValue,GCI
Eligibility Type:1345,95,eligCtpValue,GCI
Eligibility Type:1587,95,eligCtpValue,GCI
Eligibility Type:1613,95,eligCtpValue,GCI
Eligibility Type:731,96,eligCtpValue,GCI
Eligibility Type:880,96,eligCtpValue,GCI
Eligibility Type:1299,96,eligCtpValue,GCI
Eligibility Type:1345,96,eligCtpValue,GCI
Eligibility Type:1587,96,eligCtpValue,GCI
Eligibility Type:1613,96,eligCtpValue,GCI
Eligibility Type:731,97,eligCtpValue,GCI
Eligibility Type:880,97,eligCtpValue,GCI
Eligibility Type:1299,97,eligCtpValue,GCI
Eligibility Type:1345,97,eligCtpValue,GCI
Eligibility Type:1587,97,eligCtpValue,GCI
Eligibility Type:1613,97,eligCtpValue,GCI
Eligibility Type:731,98,eligCtpValue,GCI
Eligibility Type:880,98,eligCtpValue,GCI
Eligibility Type:1299,98,eligCtpValue,GCI
Eligibility Type:1345,98,eligCtpValue,GCI
Eligibility Type:1587,98,eligCtpValue,GCI
Eligibility Type:1613,98,eligCtpValue,GCI
Eligibility Type:731,99,eligCtpValue,GCI
Eligibility Type:880,99,eligCtpValue,GCI
Eligibility Type:1299,99,eligCtpValue,GCI
Eligibility Type:1345,99,eligCtpValue,GCI
Eligibility Type:1587,99,eligCtpValue,GCI
Eligibility Type:1613,99,eligCtpValue,GCI
Eligibility Type:847,100,eligCtpValue,GCI
Eligibility Type:1299,100,eligCtpValue,GCI
Eligibility Type:1345,100,eligCtpValue,GCI
Eligibility Type:1588,100,eligCtpValue,GCI
Eligibility Type:1613,100,eligCtpValue,GCI
Eligibility Type:847,101,eligCtpValue,GCI
Eligibility Type:1299,101,eligCtpValue,GCI
Eligibility Type:1345,101,eligCtpValue,GCI
Eligibility Type:1588,101,eligCtpValue,GCI
Eligibility Type:1613,101,eligCtpValue,GCI
Eligibility Type:847,102,eligCtpValue,GCI
Eligibility Type:1299,102,eligCtpValue,GCI
Eligibility Type:1345,102,eligCtpValue,GCI
Eligibility Type:1588,102,eligCtpValue,GCI
Eligibility Type:1613,102,eligCtpValue,GCI
Eligibility Type:847,103,eligCtpValue,GCI
Eligibility Type:1299,103,eligCtpValue,GCI
Eligibility Type:1345,103,eligCtpValue,GCI
Eligibility Type:1588,103,eligCtpValue,GCI
Eligibility Type:1613,103,eligCtpValue,GCI
Eligibility Type:732,104,eligCtpValue,GCI
Eligibility Type:881,104,eligCtpValue,GCI
Eligibility Type:1299,104,eligCtpValue,GCI
Eligibility Type:1345,104,eligCtpValue,GCI
Eligibility Type:1588,104,eligCtpValue,GCI
Eligibility Type:1613,104,eligCtpValue,GCI
Eligibility Type:732,105,eligCtpValue,GCI
Eligibility Type:881,105,eligCtpValue,GCI
Eligibility Type:1299,105,eligCtpValue,GCI
Eligibility Type:1345,105,eligCtpValue,GCI
Eligibility Type:1588,105,eligCtpValue,GCI
Eligibility Type:1613,105,eligCtpValue,GCI
Eligibility Type:732,106,eligCtpValue,GCI
Eligibility Type:881,106,eligCtpValue,GCI
Eligibility Type:1299,106,eligCtpValue,GCI
Eligibility Type:1345,106,eligCtpValue,GCI
Eligibility Type:1588,106,eligCtpValue,GCI
Eligibility Type:1613,106,eligCtpValue,GCI
Eligibility Type:732,107,eligCtpValue,GCI
Eligibility Type:881,107,eligCtpValue,GCI
Eligibility Type:1299,107,eligCtpValue,GCI
Eligibility Type:1345,107,eligCtpValue,GCI
Eligibility Type:1588,107,eligCtpValue,GCI
Eligibility Type:1613,107,eligCtpValue,GCI
Eligibility Type:848,108,eligCtpValue,GCI
Eligibility Type:1299,108,eligCtpValue,GCI
Eligibility Type:1345,108,eligCtpValue,GCI
Eligibility Type:1589,108,eligCtpValue,GCI
Eligibility Type:1613,108,eligCtpValue,GCI
Eligibility Type:848,109,eligCtpValue,GCI
Eligibility Type:1299,109,eligCtpValue,GCI
Eligibility Type:1345,109,eligCtpValue,GCI
Eligibility Type:1589,109,eligCtpValue,GCI
Eligibility Type:1613,109,eligCtpValue,GCI
Eligibility Type:848,110,eligCtpValue,GCI
Eligibility Type:1299,110,eligCtpValue,GCI
Eligibility Type:1345,110,eligCtpValue,GCI
Eligibility Type:1589,110,eligCtpValue,GCI
Eligibility Type:1613,110,eligCtpValue,GCI
Eligibility Type:848,111,eligCtpValue,GCI
Eligibility Type:1299,111,eligCtpValue,GCI
Eligibility Type:1345,111,eligCtpValue,GCI
Eligibility Type:1589,111,eligCtpValue,GCI
Eligibility Type:1613,111,eligCtpValue,GCI
Eligibility Type:733,112,eligCtpValue,GCI
Eligibility Type:882,112,eligCtpValue,GCI
Eligibility Type:1299,112,eligCtpValue,GCI
Eligibility Type:1345,112,eligCtpValue,GCI
Eligibility Type:1589,112,eligCtpValue,GCI
Eligibility Type:1613,112,eligCtpValue,GCI
Eligibility Type:733,113,eligCtpValue,GCI
Eligibility Type:882,113,eligCtpValue,GCI
Eligibility Type:1299,113,eligCtpValue,GCI
Eligibility Type:1345,113,eligCtpValue,GCI
Eligibility Type:1589,113,eligCtpValue,GCI
Eligibility Type:1613,113,eligCtpValue,GCI
Eligibility Type:733,114,eligCtpValue,GCI
Eligibility Type:882,114,eligCtpValue,GCI
Eligibility Type:1299,114,eligCtpValue,GCI
Eligibility Type:1345,114,eligCtpValue,GCI
Eligibility Type:1589,114,eligCtpValue,GCI
Eligibility Type:1613,114,eligCtpValue,GCI
Eligibility Type:733,115,eligCtpValue,GCI
Eligibility Type:882,115,eligCtpValue,GCI
Eligibility Type:1299,115,eligCtpValue,GCI
Eligibility Type:1345,115,eligCtpValue,GCI
Eligibility Type:1589,115,eligCtpValue,GCI
Eligibility Type:1613,115,eligCtpValue,GCI
Eligibility Type:849,116,eligCtpValue,GCI
Eligibility Type:1299,116,eligCtpValue,GCI
Eligibility Type:1345,116,eligCtpValue,GCI
Eligibility Type:1590,116,eligCtpValue,GCI
Eligibility Type:1613,116,eligCtpValue,GCI
Eligibility Type:849,117,eligCtpValue,GCI
Eligibility Type:1299,117,eligCtpValue,GCI
Eligibility Type:1345,117,eligCtpValue,GCI
Eligibility Type:1590,117,eligCtpValue,GCI
Eligibility Type:1613,117,eligCtpValue,GCI
Eligibility Type:849,118,eligCtpValue,GCI
Eligibility Type:1299,118,eligCtpValue,GCI
Eligibility Type:1345,118,eligCtpValue,GCI
Eligibility Type:1590,118,eligCtpValue,GCI
Eligibility Type:1613,118,eligCtpValue,GCI
Eligibility Type:849,119,eligCtpValue,GCI
Eligibility Type:1299,119,eligCtpValue,GCI
Eligibility Type:1345,119,eligCtpValue,GCI
Eligibility Type:1590,119,eligCtpValue,GCI
Eligibility Type:1613,119,eligCtpValue,GCI
Eligibility Type:734,120,eligCtpValue,GCI
Eligibility Type:883,120,eligCtpValue,GCI
Eligibility Type:1299,120,eligCtpValue,GCI
Eligibility Type:1345,120,eligCtpValue,GCI
Eligibility Type:1590,120,eligCtpValue,GCI
Eligibility Type:1613,120,eligCtpValue,GCI
Eligibility Type:734,121,eligCtpValue,GCI
Eligibility Type:883,121,eligCtpValue,GCI
Eligibility Type:1299,121,eligCtpValue,GCI
Eligibility Type:1345,121,eligCtpValue,GCI
Eligibility Type:1590,121,eligCtpValue,GCI
Eligibility Type:1613,121,eligCtpValue,GCI
Eligibility Type:734,122,eligCtpValue,GCI
Eligibility Type:883,122,eligCtpValue,GCI
Eligibility Type:1299,122,eligCtpValue,GCI
Eligibility Type:1345,122,eligCtpValue,GCI
Eligibility Type:1590,122,eligCtpValue,GCI
Eligibility Type:1613,122,eligCtpValue,GCI
Eligibility Type:734,123,eligCtpValue,GCI
Eligibility Type:883,123,eligCtpValue,GCI
Eligibility Type:1299,123,eligCtpValue,GCI
Eligibility Type:1345,123,eligCtpValue,GCI
Eligibility Type:1590,123,eligCtpValue,GCI
Eligibility Type:1613,123,eligCtpValue,GCI
