conceptid,Value,ValueType,Provider
CTP:748,1636,ctpValue,GCI
CTP:749,1734,ctpValue,GCI
CTP:750,1635,ctpValue,GCI
CTP:753,1054,ctpValue,GCI
CTP:754,1053,ctpValue,GCI
CTP:760,1897,ctpValue,GCI
CTP:763,1898,ctpValue,GCI
CTP:767,1914,ctpValue,GCI
CTP:770,1916,ctpValue,GCI
CTP:771,1920,ctpValue,GCI
CTP:774,1882,ctpValue,GCI
CTP:775,1883,ctpValue,GCI
CTP:779,1884,ctpValue,GCI
CTP:782,1885,ctpValue,GCI
CTP:785,1886,ctpValue,GCI
CTP:788,1894,ctpValue,GCI
CTP:789,1896,ctpValue,GCI
CTP:790,1895,ctpValue,GCI
CTP:794,1863,ctpValue,GCI
CTP:795,1864,ctpValue,GCI
CTP:796,1862,ctpValue,GCI
CTP:798,1909,ctpValue,GCI
CTP:799,1855,ctpValue,GCI
CTP:800,1856,ctpValue,GCI
CTP:803,1900,ctpValue,GCI
CTP:804,1899,ctpValue,GCI
CTP:806,1901,ctpValue,GCI
CTP:807,1902,ctpValue,GCI
CTP:809,1917,ctpValue,GCI
CTP:812,1921,ctpValue,GCI
CTP:813,1881,ctpValue,GCI
CTP:814,1878,ctpValue,GCI
CTP:815,1880,ctpValue,GCI
CTP:818,1866,ctpValue,GCI
CTP:819,1865,ctpValue,GCI
CTP:820,1867,ctpValue,GCI
CTP:824,1736,ctpValue,GCI
CTP:825,1861,ctpValue,GCI
CTP:826,1737,ctpValue,GCI
CTP:827,1887,ctpValue,GCI
CTP:829,1988,ctpValue,GCI
CTP:831,1919,ctpValue,GCI
CTP:834,1875,ctpValue,GCI
CTP:835,1741,ctpValue,GCI
CTP:836,1742,ctpValue,GCI
CTP:837,1876,ctpValue,GCI
CTP:838,1877,ctpValue,GCI
CTP:840,1911,ctpValue,GCI
CTP:841,1910,ctpValue,GCI
CTP:842,1913,ctpValue,GCI
CTP:843,1918,ctpValue,GCI
CTP:846,1893,ctpValue,GCI
CTP:848,1890,ctpValue,GCI
CTP:849,1888,ctpValue,GCI
CTP:850,1891,ctpValue,GCI
CTP:851,1889,ctpValue,GCI
CTP:855,1580,ctpValue,GCI
CTP:856,53,ctpValue,GCI
CTP:858,1581,ctpValue,GCI
CTP:859,55,ctpValue,GCI
CTP:861,1582,ctpValue,GCI
CTP:862,54,ctpValue,GCI
CTP:863,1304,ctpValue,GCI
CTP:865,1583,ctpValue,GCI
CTP:866,52,ctpValue,GCI
CTP:867,51,ctpValue,GCI
CTP:870,1584,ctpValue,GCI
CTP:871,35,ctpValue,GCI
CTP:873,1585,ctpValue,GCI
CTP:874,37,ctpValue,GCI
CTP:876,1586,ctpValue,GCI
CTP:877,36,ctpValue,GCI
CTP:878,1305,ctpValue,GCI
CTP:880,1587,ctpValue,GCI
CTP:881,34,ctpValue,GCI
CTP:882,33,ctpValue,GCI
CTP:884,1588,ctpValue,GCI
CTP:885,60,ctpValue,GCI
CTP:886,62,ctpValue,GCI
CTP:889,1589,ctpValue,GCI
CTP:890,44,ctpValue,GCI
CTP:892,1590,ctpValue,GCI
CTP:893,46,ctpValue,GCI
CTP:895,1591,ctpValue,GCI
CTP:896,45,ctpValue,GCI
CTP:897,1306,ctpValue,GCI
CTP:899,1592,ctpValue,GCI
CTP:900,43,ctpValue,GCI
CTP:901,42,ctpValue,GCI
CTP:905,69,ctpValue,GCI
CTP:906,71,ctpValue,GCI
CTP:907,70,ctpValue,GCI
CTP:908,1483,ctpValue,GCI
CTP:909,68,ctpValue,GCI
CTP:911,73,ctpValue,GCI
CTP:912,75,ctpValue,GCI
CTP:913,74,ctpValue,GCI
CTP:914,1482,ctpValue,GCI
CTP:915,72,ctpValue,GCI
CTP:918,7,ctpValue,GCI
CTP:919,9,ctpValue,GCI
CTP:920,8,ctpValue,GCI
CTP:921,1472,ctpValue,GCI
CTP:922,6,ctpValue,GCI
CTP:924,11,ctpValue,GCI
CTP:925,13,ctpValue,GCI
CTP:926,12,ctpValue,GCI
CTP:927,1473,ctpValue,GCI
CTP:928,10,ctpValue,GCI
CTP:931,93,ctpValue,GCI
CTP:932,95,ctpValue,GCI
CTP:933,94,ctpValue,GCI
CTP:934,1468,ctpValue,GCI
CTP:935,92,ctpValue,GCI
CTP:937,97,ctpValue,GCI
CTP:938,99,ctpValue,GCI
CTP:939,98,ctpValue,GCI
CTP:940,1469,ctpValue,GCI
CTP:941,96,ctpValue,GCI
CTP:944,101,ctpValue,GCI
CTP:945,103,ctpValue,GCI
CTP:946,102,ctpValue,GCI
CTP:947,1471,ctpValue,GCI
CTP:948,100,ctpValue,GCI
CTP:950,105,ctpValue,GCI
CTP:951,107,ctpValue,GCI
CTP:952,106,ctpValue,GCI
CTP:953,1470,ctpValue,GCI
CTP:954,104,ctpValue,GCI
CTP:957,109,ctpValue,GCI
CTP:958,111,ctpValue,GCI
CTP:959,110,ctpValue,GCI
CTP:960,1464,ctpValue,GCI
CTP:961,108,ctpValue,GCI
CTP:963,113,ctpValue,GCI
CTP:964,115,ctpValue,GCI
CTP:965,114,ctpValue,GCI
CTP:966,1465,ctpValue,GCI
CTP:967,112,ctpValue,GCI
CTP:970,117,ctpValue,GCI
CTP:971,119,ctpValue,GCI
CTP:972,118,ctpValue,GCI
CTP:973,1467,ctpValue,GCI
CTP:974,116,ctpValue,GCI
CTP:976,121,ctpValue,GCI
CTP:977,123,ctpValue,GCI
CTP:978,122,ctpValue,GCI
CTP:979,1466,ctpValue,GCI
CTP:980,120,ctpValue,GCI
CTP:983,125,ctpValue,GCI
CTP:984,127,ctpValue,GCI
CTP:985,126,ctpValue,GCI
CTP:986,1475,ctpValue,GCI
CTP:987,124,ctpValue,GCI
CTP:989,129,ctpValue,GCI
CTP:990,131,ctpValue,GCI
CTP:991,130,ctpValue,GCI
CTP:992,1474,ctpValue,GCI
CTP:993,128,ctpValue,GCI
CTP:996,133,ctpValue,GCI
CTP:997,135,ctpValue,GCI
CTP:998,134,ctpValue,GCI
CTP:999,1476,ctpValue,GCI
CTP:1000,132,ctpValue,GCI
CTP:1002,137,ctpValue,GCI
CTP:1003,139,ctpValue,GCI
CTP:1004,138,ctpValue,GCI
CTP:1005,1477,ctpValue,GCI
CTP:1006,136,ctpValue,GCI
CTP:1009,141,ctpValue,GCI
CTP:1010,143,ctpValue,GCI
CTP:1011,142,ctpValue,GCI
CTP:1012,1480,ctpValue,GCI
CTP:1013,140,ctpValue,GCI
CTP:1015,145,ctpValue,GCI
CTP:1016,147,ctpValue,GCI
CTP:1017,146,ctpValue,GCI
CTP:1018,1481,ctpValue,GCI
CTP:1019,144,ctpValue,GCI
CTP:1022,149,ctpValue,GCI
CTP:1023,151,ctpValue,GCI
CTP:1024,150,ctpValue,GCI
CTP:1025,1479,ctpValue,GCI
CTP:1026,148,ctpValue,GCI
CTP:1028,153,ctpValue,GCI
CTP:1029,155,ctpValue,GCI
CTP:1030,154,ctpValue,GCI
CTP:1031,1478,ctpValue,GCI
CTP:1032,152,ctpValue,GCI
CTP:1037,1595,ctpValue,GCI
CTP:1038,1596,ctpValue,GCI
CTP:1039,1597,ctpValue,GCI
CTP:1040,1599,ctpValue,GCI
CTP:1041,1598,ctpValue,GCI
CTP:1042,1605,ctpValue,GCI
CTP:1044,1600,ctpValue,GCI
CTP:1045,1601,ctpValue,GCI
CTP:1046,1602,ctpValue,GCI
CTP:1047,1604,ctpValue,GCI
CTP:1048,1603,ctpValue,GCI
CTP:1051,1564,ctpValue,GCI
CTP:1052,1565,ctpValue,GCI
CTP:1053,1566,ctpValue,GCI
CTP:1054,1568,ctpValue,GCI
CTP:1055,1563,ctpValue,GCI
CTP:1056,1567,ctpValue,GCI
CTP:1058,1558,ctpValue,GCI
CTP:1060,1556,ctpValue,GCI
CTP:1061,1557,ctpValue,GCI
CTP:1062,1560,ctpValue,GCI
CTP:1063,1559,ctpValue,GCI
CTP:1064,1562,ctpValue,GCI
CTP:1066,1555,ctpValue,GCI
CTP:1067,1554,ctpValue,GCI
CTP:1068,1561,ctpValue,GCI
CTP:1071,1606,ctpValue,GCI
CTP:1072,1607,ctpValue,GCI
CTP:1073,1608,ctpValue,GCI
CTP:1074,1611,ctpValue,GCI
CTP:1075,1609,ctpValue,GCI
CTP:1076,1610,ctpValue,GCI
CTP:1078,1612,ctpValue,GCI
CTP:1079,1613,ctpValue,GCI
CTP:1080,1614,ctpValue,GCI
CTP:1081,1616,ctpValue,GCI
CTP:1082,1615,ctpValue,GCI
CTP:1083,1617,ctpValue,GCI
CTP:1088,1639,ctpValue,GCI
CTP:1089,1640,ctpValue,GCI
CTP:1092,1751,ctpValue,GCI
CTP:1096,1340,ctpValue,GCI
CTP:1097,1339,ctpValue,GCI
CTP:1098,1341,ctpValue,GCI
CTP:1100,1338,ctpValue,GCI
CTP:1101,1337,ctpValue,GCI
CTP:1104,1343,ctpValue,GCI
CTP:1105,1344,ctpValue,GCI
CTP:1106,1345,ctpValue,GCI
CTP:1107,1342,ctpValue,GCI
CTP:1111,1186,ctpValue,GCI
CTP:1112,1185,ctpValue,GCI
CTP:1113,1187,ctpValue,GCI
CTP:1114,1943,ctpValue,GCI
CTP:1116,1184,ctpValue,GCI
CTP:1117,1183,ctpValue,GCI
CTP:1120,1944,ctpValue,GCI
CTP:1122,1335,ctpValue,GCI
CTP:1123,1188,ctpValue,GCI
CTP:1124,1334,ctpValue,GCI
CTP:1125,1336,ctpValue,GCI
CTP:1126,1333,ctpValue,GCI
CTP:1129,1833,ctpValue,GCI
CTP:1131,1845,ctpValue,GCI
CTP:1133,1844,ctpValue,GCI
CTP:1136,1448,ctpValue,GCI
CTP:1137,1447,ctpValue,GCI
CTP:1138,1446,ctpValue,GCI
CTP:1139,1445,ctpValue,GCI
CTP:1141,1449,ctpValue,GCI
CTP:1142,1451,ctpValue,GCI
CTP:1143,1945,ctpValue,GCI
CTP:1145,1452,ctpValue,GCI
CTP:1146,1454,ctpValue,GCI
CTP:1147,1453,ctpValue,GCI
CTP:1151,1139,ctpValue,GCI
CTP:1152,1931,ctpValue,GCI
CTP:1153,1928,ctpValue,GCI
CTP:1154,1929,ctpValue,GCI
CTP:1155,1930,ctpValue,GCI
CTP:1156,1140,ctpValue,GCI
CTP:1159,1113,ctpValue,GCI
CTP:1160,1111,ctpValue,GCI
CTP:1161,1114,ctpValue,GCI
CTP:1162,1109,ctpValue,GCI
CTP:1163,1106,ctpValue,GCI
CTP:1164,1107,ctpValue,GCI
CTP:1165,1104,ctpValue,GCI
CTP:1166,1112,ctpValue,GCI
CTP:1167,1105,ctpValue,GCI
CTP:1168,1115,ctpValue,GCI
CTP:1169,1103,ctpValue,GCI
CTP:1170,1110,ctpValue,GCI
CTP:1171,1108,ctpValue,GCI
CTP:1173,1994,ctpValue,GCI
CTP:1176,1126,ctpValue,GCI
CTP:1177,1124,ctpValue,GCI
CTP:1178,1127,ctpValue,GCI
CTP:1179,1122,ctpValue,GCI
CTP:1180,1119,ctpValue,GCI
CTP:1181,1120,ctpValue,GCI
CTP:1182,1117,ctpValue,GCI
CTP:1183,1125,ctpValue,GCI
CTP:1184,1118,ctpValue,GCI
CTP:1185,1128,ctpValue,GCI
CTP:1186,1116,ctpValue,GCI
CTP:1187,1123,ctpValue,GCI
CTP:1188,1121,ctpValue,GCI
CTP:1192,1051,ctpValue,GCI
CTP:1195,1461,ctpValue,GCI
CTP:1196,1462,ctpValue,GCI
CTP:1197,1463,ctpValue,GCI
